"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Shree Anna /Nutri Cereals","Haryana","Total","5.06","5.53","5.47","5.92","5.28","11.32","12.14","11.71","12.86","12.90","2235.00","2195.00","2141.00","2171.00","2442.00"
"Shree Anna /Nutri Cereals","Himachal Pradesh","Kharif","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","737.00","712.00","691.00","692.00","700.00"
"Shree Anna /Nutri Cereals","Himachal Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Himachal Pradesh","Total","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","737.00","712.00","691.00","692.00","700.00"
"Shree Anna /Nutri Cereals","Jammu And Kashmir","Kharif","0.11","0.18","0.19","0.20","","0.06","0.11","0.10","0.10","","558.00","586.00","513.00","513.00",""
"Shree Anna /Nutri Cereals","Jammu And Kashmir","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Jammu And Kashmir","Total","0.11","0.18","0.19","0.20","","0.06","0.11","0.10","0.10","","558.00","586.00","513.00","513.00",""
"Shree Anna /Nutri Cereals","Jharkhand","Kharif","0.21","0.17","0.33","0.43","0.39","0.18","0.14","0.32","0.48","0.44","872.00","781.00","970.00","1121.00","1129.00"
"Shree Anna /Nutri Cereals","Jharkhand","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Jharkhand","Total","0.21","0.17","0.33","0.43","0.39","0.18","0.14","0.32","0.48","0.44","872.00","781.00","970.00","1121.00","1129.00"
"Shree Anna /Nutri Cereals","Karnataka","Kharif","10.98","10.22","10.47","11.57","11.53","14.43","14.35","13.29","18.00","17.80","1315.00","1404.00","1269.00","1556.00","1543.00"
"Shree Anna /Nutri Cereals","Karnataka","Rabi","5.40","4.93","7.45","5.40","5.88","6.10","5.82","8.33","6.01","6.87","1130.00","1181.00","1118.00","1113.00","1169.00"
"Shree Anna /Nutri Cereals","Karnataka","Summer","","0.12","","","","","0.15","","","","","1250.00","","",""
"Shree Anna /Nutri Cereals","Karnataka","Total","16.38","15.27","17.92","16.97","17.41","20.54","20.33","21.62","24.01","24.67","1254.00","1331.00","1206.00","1415.00","1417.00"
"Shree Anna /Nutri Cereals","Kerala","Kharif","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.01","0.00","0.00","1558.00","1593.00","693.00","1538.00","1570.00"
"Shree Anna /Nutri Cereals","Kerala","Rabi","0.00","","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","1460.00","","800.00","794.00","1260.00"
"Shree Anna /Nutri Cereals","Kerala","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","1500.00","1340.00","1526.00",""
"Shree Anna /Nutri Cereals","Kerala","Total","0.00","0.00","0.01","0.00","0.00","0.01","0.00","0.01","0.00","0.00","1518.00","1588.00","771.00","1531.00","1562.00"
"Shree Anna /Nutri Cereals","Ladakh","Kharif","0.00","","","0.00","","0.00","","","0.00","","0.00","","","796.00",""
"Shree Anna /Nutri Cereals","Ladakh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Ladakh","Total","0.00","","","0.00","","0.00","","","0.00","","0.00","","","796.00",""
"Shree Anna /Nutri Cereals","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Madhya Pradesh","Kharif","5.55","6.05","6.15","4.83","3.91","11.81","12.54","13.02","10.91","8.82","2129.00","2072.00","2117.00","2258.00","2256.00"
"Shree Anna /Nutri Cereals","Madhya Pradesh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Madhya Pradesh","Total","5.55","6.05","6.15","4.83","3.91","11.81","12.54","13.02","10.91","8.82","2129.00","2072.00","2117.00","2258.00","2256.00"
"Shree Anna /Nutri Cereals","Maharashtra","Kharif","10.17","6.73","6.06","6.30","5.14","9.09","6.86","4.54","7.76","5.38","894.00","1019.00","749.00","1232.00","1046.00"
"Shree Anna /Nutri Cereals","Maharashtra","Rabi","14.40","13.29","15.91","15.46","13.90","13.96","11.84","16.45","16.90","15.95","970.00","891.00","1034.00","1093.00","1148.00"
"Shree Anna /Nutri Cereals","Maharashtra","Summer","","0.32","0.75","0.76","","","0.28","0.65","0.66","","","877.00","867.00","864.00",""
"Shree Anna /Nutri Cereals","Maharashtra","Total","24.57","20.35","22.72","22.52","19.04","23.05","18.99","21.64","25.32","21.33","938.00","933.00","953.00","1124.00","1120.00"
"Shree Anna /Nutri Cereals","Manipur","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Manipur","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Manipur","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Meghalaya","Kharif","0.03","0.03","0.03","0.03","","0.03","0.03","0.03","0.03","","960.00","921.00","921.00","921.00",""
"Shree Anna /Nutri Cereals","Meghalaya","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Meghalaya","Total","0.03","0.03","0.03","0.03","","0.03","0.03","0.03","0.03","","960.00","921.00","921.00","921.00",""
"Shree Anna /Nutri Cereals","Mizoram","Kharif","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Mizoram","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Mizoram","Total","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Nagaland","Kharif","0.09","0.13","0.18","0.19","","0.08","0.14","0.20","0.21","","948.00","1118.00","1099.00","1098.00",""
"Shree Anna /Nutri Cereals","Nagaland","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Nagaland","Total","0.09","0.13","0.18","0.19","","0.08","0.14","0.20","0.21","","948.00","1118.00","1099.00","1098.00",""
"Shree Anna /Nutri Cereals","Odisha","Kharif","1.01","0.93","1.16","1.09","1.54","0.68","0.76","0.95","0.88","1.62","674.00","820.00","819.00","809.00","1053.00"
"Shree Anna /Nutri Cereals","Odisha","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Odisha","Total","1.01","0.93","1.16","1.09","1.54","0.68","0.76","0.95","0.88","1.62","674.00","820.00","819.00","809.00","1053.00"
"Shree Anna /Nutri Cereals","Puducherry","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2221.00","2457.00","2972.00","3000.00",""
"Shree Anna /Nutri Cereals","Puducherry","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Puducherry","Summer","","","","0.00","","","","","0.00","","","","","3000.00",""
"Shree Anna /Nutri Cereals","Puducherry","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2221.00","2457.00","2972.00","3000.00",""
"Shree Anna /Nutri Cereals","Punjab","Kharif","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","635.00","690.00","785.00","948.00","817.00"
"Shree Anna /Nutri Cereals","Punjab","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Punjab","Total","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","635.00","690.00","785.00","948.00","817.00"
"Shree Anna /Nutri Cereals","Rajasthan","Kharif","43.63","51.85","47.70","49.97","44.09","42.80","56.30","48.40","55.03","43.03","981.00","1086.00","1015.00","1101.00","976.00"
"Shree Anna /Nutri Cereals","Rajasthan","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Rajasthan","Summer","","0.27","0.31","0.30","","","0.43","0.46","0.48","","","1590.00","1470.00","1594.00",""
"Shree Anna /Nutri Cereals","Rajasthan","Total","43.63","52.12","48.01","50.27","44.09","42.80","56.74","48.86","55.51","43.03","981.00","1088.00","1018.00","1104.00","976.00"
"Shree Anna /Nutri Cereals","Sikkim","Kharif","0.02","0.00","0.02","0.02","","0.02","0.00","0.02","0.02","","1041.00","1043.00","1048.00","1048.00",""
"Shree Anna /Nutri Cereals","Sikkim","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Sikkim","Total","0.02","0.00","0.02","0.02","","0.02","0.00","0.02","0.02","","1041.00","1043.00","1048.00","1048.00",""
"Shree Anna /Nutri Cereals","Tamil Nadu","Kharif","3.42","2.83","2.85","2.76","2.29","6.02","4.50","5.35","5.68","3.17","1756.00","1591.00","1877.00","2059.00","1383.00"
"Shree Anna /Nutri Cereals","Tamil Nadu","Rabi","2.12","1.85","1.83","1.89","1.75","1.64","1.47","1.20","2.17","1.52","773.00","795.00","658.00","1147.00","868.00"
"Shree Anna /Nutri Cereals","Tamil Nadu","Summer","","0.23","0.28","0.13","","","0.34","0.21","0.21","","","1497.00","749.00","1596.00",""
"Shree Anna /Nutri Cereals","Tamil Nadu","Total","5.55","4.90","4.96","4.78","4.05","7.65","6.30","6.76","8.06","4.69","1380.00","1287.00","1364.00","1686.00","1160.00"
"Shree Anna /Nutri Cereals","Telangana","Kharif","0.20","0.20","0.17","0.26","0.16","0.16","0.23","0.27","0.23","0.25","781.00","1153.00","1563.00","895.00","1543.00"
"Shree Anna /Nutri Cereals","Telangana","Rabi","0.54","0.53","0.97","1.49","1.49","1.07","1.09","2.29","3.70","3.68","1984.00","2063.00","2361.00","2479.00","2471.00"
"Shree Anna /Nutri Cereals","Telangana","Total","0.74","0.73","1.14","1.75","1.65","1.23","1.32","2.56","3.93","3.93","1659.00","1814.00","2242.00","2247.00","2380.00"
"Shree Anna /Nutri Cereals","Tripura","Kharif","0.02","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","812.00","984.00","984.00","881.00",""
"Shree Anna /Nutri Cereals","Tripura","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Shree Anna /Nutri Cereals","Tripura","Total","0.02","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","812.00","984.00","984.00","881.00",""
"Shree Anna /Nutri Cereals","Uttar Pradesh","Kharif","10.83","11.55","13.48","11.29","12.51","22.26","23.69","27.00","21.90","23.57","2055.00","2051.00","2003.00","1939.00","1884.00"
"Shree Anna /Nutri Cereals","Uttar Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Uttar Pradesh","Summer","","","","1.03","","","","","1.65","","","","","1601.00",""
"Shree Anna /Nutri Cereals","Uttar Pradesh","Total","10.83","11.55","13.48","12.32","12.51","22.26","23.69","27.00","23.55","23.57","2055.00","2051.00","2003.00","1911.00","1884.00"
"Shree Anna /Nutri Cereals","Uttarakhand","Kharif","1.33","1.15","1.09","1.05","0.93","2.00","1.76","1.68","1.56","1.29","1507.00","1528.00","1534.00","1488.00","1382.00"
"Shree Anna /Nutri Cereals","Uttarakhand","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","Uttarakhand","Total","1.33","1.15","1.09","1.05","0.93","2.00","1.76","1.68","1.56","1.29","1507.00","1528.00","1534.00","1488.00","1382.00"
"Shree Anna /Nutri Cereals","West Bengal","Kharif","0.07","0.06","0.07","0.06","0.07","0.08","0.06","0.07","0.06","0.06","1126.00","1114.00","917.00","959.00","935.00"
"Shree Anna /Nutri Cereals","West Bengal","Rabi","","","","","","0.00","","","","","","","","",""
"Shree Anna /Nutri Cereals","West Bengal","Total","0.07","0.06","0.07","0.06","0.07","0.08","0.06","0.07","0.06","0.06","1126.00","1114.00","917.00","959.00","935.00"
"Shree Anna /Nutri Cereals","Others","Kharif","","","","","0.79","","","","","0.76","","","","","967.00"
"Shree Anna /Nutri Cereals","Others","Total","","","","","0.79","","","","","0.76","","","","","967.00"
"Shree Anna /Nutri Cereals","All India","Kharif","99.55","101.46","99.50","99.83","92.08","134.47","139.04","132.90","141.48","123.43","1351.00","1370.00","1336.00","1417.00","1340.00"
"Shree Anna /Nutri Cereals","All India","Rabi","23.34","21.37","27.36","25.17","23.91","25.52","23.22","31.89","31.87","30.98","1093.00","1086.00","1165.00","1266.00","1296.00"
"Shree Anna /Nutri Cereals","All India","Summer","","4.16","4.59","5.56","","","10.95","10.93","12.57","","","2634.00","2381.00","2263.00",""
"Shree Anna /Nutri Cereals","All India","Total","122.89","126.98","131.45","130.56","116.00","160.00","173.21","175.72","185.92","154.41","1302.00","1364.00","1337.00","1424.00","1331.00"
"Nutri/Coarse Cereals","Andaman And Nicobar Islands","Kharif","0.00","0.00","0.00","","","0.00","0.00","0.00","","","2680.00","2260.00","2410.00","",""
"Nutri/Coarse Cereals","Andaman And Nicobar Islands","Rabi","0.00","","","0.00","","0.00","","","0.00","","0.00","","","2229.00",""
"Nutri/Coarse Cereals","Andaman And Nicobar Islands","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2680.00","2260.00","2410.00","2229.00",""
"Nutri/Coarse Cereals","Andhra Pradesh","Kharif","2.08","2.03","2.08","2.29","3.00","5.43","6.48","6.58","7.76","13.86","2609.00","3192.00","3172.00","3387.00","4618.00"
"Nutri/Coarse Cereals","Andhra Pradesh","Rabi","2.86","3.12","2.50","2.65","2.70","17.16","24.75","15.83","17.82","18.98","5999.00","7933.00","6326.00","6726.00","7029.00"
"Nutri/Coarse Cereals","Andhra Pradesh","Summer","","0.04","0.03","0.04","","","0.08","0.06","0.09","","","2027.00","2108.00","2241.00",""
"Nutri/Coarse Cereals","Andhra Pradesh","Total","4.94","5.19","4.61","4.98","5.70","22.58","31.31","22.48","25.67","32.83","4572.00","6033.00","4878.00","5154.00","5760.00"
"Nutri/Coarse Cereals","Arunachal Pradesh","Kharif","0.70","0.71","0.72","0.72","","0.95","0.96","0.97","0.97","","1344.00","1348.00","1349.00","1350.00",""
"Nutri/Coarse Cereals","Arunachal Pradesh","Rabi","0.11","0.11","0.11","0.11","","0.19","0.19","0.19","0.19","","1720.00","1722.00","1725.00","1726.00",""
"Nutri/Coarse Cereals","Arunachal Pradesh","Total","0.81","0.82","0.83","0.83","","1.13","1.15","1.16","1.17","","1394.00","1398.00","1398.00","1400.00",""
"Nutri/Coarse Cereals","Assam","Kharif","0.48","0.58","0.50","0.42","0.31","1.73","1.97","2.22","1.21","0.85","3632.00","3398.00","4392.00","2889.00","2740.00"
"Nutri/Coarse Cereals","Assam","Rabi","","","0.62","0.67","0.55","0.00","","3.18","3.61","2.92","","","5139.00","5382.00","5303.00"
"Nutri/Coarse Cereals","Assam","Total","0.48","0.58","1.12","1.09","0.86","1.73","1.97","5.40","4.82","3.77","3632.00","3398.00","4804.00","4424.00","4379.00"
"Nutri/Coarse Cereals","Bihar","Kharif","1.82","1.88","2.23","2.02","2.04","2.43","4.52","5.93","5.80","6.21","1336.00","2403.00","2656.00","2876.00","3040.00"
"Nutri/Coarse Cereals","Bihar","Rabi","4.96","4.17","5.67","5.57","5.33","24.46","29.28","40.67","40.84","39.80","4931.00","7027.00","7170.00","7327.00","7462.00"
"Nutri/Coarse Cereals","Bihar","Summer","","1.58","1.82","1.54","","","10.19","10.72","8.27","","","6469.00","5904.00","5377.00",""
"Nutri/Coarse Cereals","Bihar","Total","6.78","7.62","9.72","9.13","7.38","26.89","43.99","57.32","54.91","46.01","3965.00","5770.00","5896.00","6015.00","6237.00"
"Nutri/Coarse Cereals","Chandigarh","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2875.00","2875.00","3000.00","3000.00",""
"Nutri/Coarse Cereals","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Nutri/Coarse Cereals","Chandigarh","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2875.00","2875.00","3000.00","3000.00",""
"Nutri/Coarse Cereals","Chhattisgarh","Kharif","1.87","1.68","1.54","1.44","1.65","4.22","4.17","3.70","3.79","3.95","2252.00","2483.00","2402.00","2629.00","2387.00"
"Nutri/Coarse Cereals","Chhattisgarh","Rabi","0.01","0.01","0.00","0.00","0.01","0.01","0.01","0.00","0.00","0.01","818.00","922.00","1001.00","723.00","777.00"
"Nutri/Coarse Cereals","Chhattisgarh","Total","1.89","1.69","1.54","1.45","1.67","4.23","4.18","3.70","3.80","3.96","2243.00","2475.00","2399.00","2623.00","2376.00"
"Nutri/Coarse Cereals","Dadra And Nagar Haveli","Kharif","0.01","0.01","0.01","0.01","","0.01","0.02","0.02","0.02","","1667.00","1605.00","1624.00","1624.00",""
"Nutri/Coarse Cereals","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Nutri/Coarse Cereals","Dadra And Nagar Haveli","Total","0.01","0.01","0.01","0.01","","0.01","0.02","0.02","0.02","","1667.00","1605.00","1624.00","1624.00",""
"Nutri/Coarse Cereals","Daman And Diu","Kharif","0.00","","","","","0.01","","","","","1530.00","","","",""
"Nutri/Coarse Cereals","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Nutri/Coarse Cereals","Daman And Diu","Total","0.00","","","","","0.01","","","","","1530.00","","","",""
"Nutri/Coarse Cereals","Delhi","Kharif","0.04","0.04","0.04","0.05","","0.07","0.08","0.08","0.10","","1544.00","1745.00","1744.00","2101.00",""
"Nutri/Coarse Cereals","Delhi","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.01","","4000.00","4000.00","4000.00","4000.00",""
"Nutri/Coarse Cereals","Delhi","Total","0.04","0.05","0.04","0.05","","0.07","0.08","0.08","0.11","","1572.00","1770.00","1751.00","2149.00",""
"Nutri/Coarse Cereals","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Nutri/Coarse Cereals","Goa","Rabi","","","","","","0.00","","","","","","","","",""
"Nutri/Coarse Cereals","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Nutri/Coarse Cereals","Gujarat","Kharif","7.91","5.08","5.21","4.97","4.85","17.36","9.25","9.81","7.96","8.56","2197.00","1820.00","1881.00","1602.00","1764.00"
"Nutri/Coarse Cereals","Gujarat","Rabi","1.11","1.19","1.39","1.48","1.60","2.59","3.11","3.66","3.81","4.31","2343.00","2617.00","2639.00","2576.00","2695.00"
"Nutri/Coarse Cereals","Gujarat","Summer","","3.25","3.30","3.37","","","9.85","9.72","9.65","","","3031.00","2945.00","2867.00",""
"Nutri/Coarse Cereals","Gujarat","Total","9.01","9.52","9.90","9.82","6.45","19.95","22.21","23.18","21.42","12.86","2215.00","2333.00","2342.00","2182.00","1995.00"
"Nutri/Coarse Cereals","Haryana","Kharif","5.11","5.58","5.52","5.97","5.32","11.48","12.30","11.89","13.02","13.04","2244.00","2205.00","2155.00","2183.00","2451.00"
"Nutri/Coarse Cereals","Haryana","Rabi","0.03","0.13","0.12","0.16","0.18","0.11","0.46","0.46","0.58","0.66","3237.00","3573.00","3712.00","3653.00","3653.00"
"Nutri/Coarse Cereals","Haryana","Total","5.15","5.71","5.64","6.12","5.50","11.58","12.76","12.35","13.60","13.70","2250.00","2236.00","2189.00","2221.00","2490.00"
