N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
74,48,17,6.430616465,28,69.21803098,60.27766379,21.63162756,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
89,60,17,5.983952675,41,101.7004306,57.21025565,25.37548751,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
69,51,23,6.80163854,43,106.6213157,72.85462807,22.21738222,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
96,46,22,6.499936446,27,66.29390357,69.00128641,20.58314011,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
61,60,15,6.265564338,37,91.26056654,68.74248334,24.87502824,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
74,58,18,6.727303282,44,109.024141,56.35606753,20.03728219,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
74,43,23,6.325235159,40,99.57981207,61.89082199,25.95263264,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
63,43,17,6.807487794,29,71.3195307,65.47050802,19.28889933,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
99,36,20,6.671085817000001,31,78.34604471,65.34583901,20.57981887,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
77,36,23,6.648725327,35,88.45361858,56.73426469,24.71417533,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
87,60,23,6.439071996,25,62.50351892,63.91281869,20.27317074,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
60,38,17,6.474476516,31,76.41312437,64.23580251,18.41932981,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
94,54,17,5.871647806,43,107.3198135,61.74427165,23.39128187,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
95,38,22,5.730617109,40,100.7689246,61.24500053,19.84939404,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
84,44,21,5.850439831,43,107.2681929,61.91044947,21.869274,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
77,58,19,5.791649933,41,101.5952794,56.50768935,22.8056033,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
66,44,20,6.740000687999999,32,80.72515943,69.02298571,19.0781471,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
63,35,16,6.272417541,33,83.73280082,65.35549924,22.02720976,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
79,45,20,5.715208817000001,36,89.96220140000001,59.24537979,23.80546189,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
72,60,25,5.773454729,35,88.10234397,69.0276233,18.52510753,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
67,51,24,5.584171461,26,64.77791424,61.32026065,23.50297882,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
86,36,24,5.787268394,29,73.33636055,72.89187265,26.54986394,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
76,48,18,5.77597783,33,83.21030571,69.63481219,19.29563411,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
75,53,18,6.864793607,41,103.651438,59.4375337,20.68899915,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
81,45,23,6.192360002999999,34,84.22969177,68.03449300000001,19.32666088,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
73,45,21,6.636803222999999,39,96.59195302,73.58868502,24.60532218,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
71,35,24,5.826426917,27,67.96704792,59.52193158,22.27373646,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
96,54,22,6.960358276,33,83.20711308,61.33450447,25.70196694,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
99,39,18,6.11275104,35,87.85092352,68.30578978,19.20129357,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
62,48,20,6.708446922,38,95.71388473,60.47470519,21.70181447,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
86,37,16,5.561510732,27,67.61013737,59.21235483,20.51716779,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
94,50,19,5.873242491,39,97.59081274,73.62548442,23.30355338,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
76,39,24,6.995843776,26,64.23845455,55.64709899,24.2547451,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
77,52,17,5.714799723,30,75.82270467,65.7420046,24.86374934,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
74,39,23,6.78073637,35,88.17251033,65.77472881,22.6265115,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
81,49,20,5.513697923,42,104.2321615,60.61494304,18.04185513,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
63,42,21,5.798423907999999,27,67.10225139,72.33125523,23.26237612,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
99,38,21,6.352471866,27,67.72777298,71.59722446,22.88330922,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
90,52,25,6.822586546,41,103.2234212,69.36385721,25.97482359,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
68,40,19,6.655426355,43,107.2361366,66.20569924,26.14384005,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
60,57,24,6.1212940410000005,30,75.03247667,61.55327249,18.66116213,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
71,52,18,5.790770202999999,31,78.16077693,55.97732754,25.10787449,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
61,59,17,6.47444292,42,105.0083144,59.24580604,23.33844615,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
88,38,15,6.455116637000001,25,62.49190812,65.92195844,25.08239719,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
65,60,22,6.6069840860000015,43,107.9124111,72.52054555,25.36768364,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
78,37,22,6.330554389,30,74.52082026,63.31801994,25.34217103,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
78,58,15,6.5286312660000005,25,62.91359494,67.816568,25.00933355,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
92,60,23,5.721667141,28,69.93293255,71.516474,18.66746724,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
79,59,17,6.644205485,43,108.5054416,63.73849998,20.37999665,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
91,55,15,6.376651091,32,78.96159541,72.61024172,18.09300227,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
76,51,18,6.247040422,32,79.84925393,71.96246617,26.16985907,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
87,48,25,6.656730007999999,37,93.62039175,61.37879671,18.65396672,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
71,60,22,6.2048017,34,85.75692395,59.37147589,26.07470121,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
90,57,24,6.158860284,33,82.34162918,72.80086137,18.92851916,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
67,35,22,6.3856842139999985,44,108.7603001,63.24648023,23.30546753,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
60,54,19,6.417820493,28,70.23401597,62.49878458,18.74826712,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
83,58,23,6.381201909,26,65.50861389,59.66263104,19.74213321,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
83,57,19,6.877869005,39,98.73771338,70.74739256,25.73044432,maize (corn),Kharif/Rabi/Summer,Loamy,Plains,May-Jun,Nitrogenous,Vermicompost,Fall Armyworm
40,72,77,7.485996067,35,88.55123143,16.98861173,17.02498456,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
23,72,84,6.920251378,32,79.92698081,17.13159126,19.02061277,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
39,58,85,5.9969320370000005,27,68.54932919,15.40589717,17.88776475,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
22,72,85,6.391173589,35,88.51048983,15.65809214,18.86805647,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
36,67,77,7.152811172000001,32,79.26357665,19.56381041,18.36952567,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
32,73,81,5.988992796000002,37,92.68373702,15.40312102,20.45078582,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
58,70,84,6.231049027999999,30,74.6631118,16.60820843,20.6543203,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
59,70,84,7.550808267000001,33,82.61734721,18.74926979,17.3348681,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
42,62,75,7.010570541,33,81.84997529,18.90426935,18.17912258,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
28,74,81,8.753795334,33,81.98568791,18.30968112,18.01272266,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
58,66,79,8.718192847000001,37,93.55280105,19.33470387,20.99373558,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
43,66,79,7.976607593,30,74.58565097,15.22538951,19.46233971,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
58,63,81,6.5154995489999985,32,78.96514709,14.69765308,19.81344531,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
23,62,85,8.490127142,32,80.7108745,19.5161216,18.97424756,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
27,62,77,6.576415562,28,70.18185181,14.71070537,18.19737048,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
28,72,84,6.481783042999999,29,71.58010169,19.18197264,18.72963144,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
50,56,76,7.966605025,29,73.50734019,19.8601304,20.99502153,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
39,71,84,8.140825437,33,82.52339655,16.39535215,20.28155898,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
25,78,76,7.228963452,27,66.96980581,15.7559405,17.48042641,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
31,70,77,6.492546046,36,90.46228334,14.32313811,20.88818675,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
26,80,83,7.528599957000001,29,71.31007253,16.14565756,17.08498521,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
25,68,77,7.701446446,34,85.74904898,15.11279612,20.09340593,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
31,78,76,8.519975748,36,89.31050665,14.99927489,17.57212145,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
60,68,83,6.620900869,34,85.52950164,18.43475844,19.12065218,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
59,62,83,8.104396057999999,29,72.94940441,19.22008229,18.57665902,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
22,67,78,6.204090835,29,72.32667516,14.42457525,17.16606398,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
36,65,80,6.051091339,30,74.87445574,16.67921616,18.2872007,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
59,60,84,7.690962337999999,38,94.70992037,18.66725565,19.03025305,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
54,77,85,7.8292111439999985,33,83.74606679,17.0662427,17.141861399999996,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
43,68,81,6.761599706,32,78.92060234,17.93253975,17.47809436,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
28,76,82,6.654425315,34,83.75937135,14.25803981,20.56601874,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
42,79,85,6.129533877,31,76.57580954,15.82069268,17.22385224,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
32,60,83,8.829273328,37,91.76071648,19.44225438,19.69141713,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
22,78,76,8.621662982,31,76.32470713,19.09172907,17.84851658,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
31,79,75,8.204862075,36,89.73119396,16.1074793,18.8202251,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
28,58,81,6.18042747,37,93.35034262,16.54314829,17.47500984,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
57,58,77,7.978996755,32,81.20176515,17.58406365,18.72649425,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
49,55,78,7.863113671,33,81.70769297,16.17772668,18.65580107,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
46,76,77,6.967843048,33,83.74879344,19.68538502,18.2356751,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
54,61,77,6.206582192999999,31,77.54294240000002,15.21618225,18.81198127,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
38,60,76,8.868741443,31,77.92798682,17.80852431,18.65054116,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
59,55,79,8.766128654,33,82.2545577,16.89574311,20.36720401,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
36,76,75,8.736337905,28,70.52056697,16.63805158,18.38120357,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
57,68,81,8.081095263,29,72.78624223,17.30457712,17.17012591,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
35,66,81,6.138243973,34,85.24819851,15.77458129,19.37101121,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
35,64,78,7.496645259,34,85.37378769,14.27327988,17.92845928,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
52,60,79,8.380185271,30,75.6317566,18.23490739,19.45339934,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
27,76,83,6.289614016,36,89.61857826,14.92241479,19.12829388,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
57,60,84,6.586777189,30,75.49101167,17.26184541,19.1034283,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
52,68,78,6.89655198,34,86.05078037,16.96070581,17.48504075,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
43,79,79,7.8067476560000015,32,80.25064637,18.98030507,19.40751744,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
44,74,85,7.150681303,31,78.26039559,19.63719995,20.18649426,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
24,55,78,6.64919573,30,75.57790384,15.15405941,17.30287885,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
29,77,75,7.778591617999999,29,72.9446671,15.48083156,17.50361137,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
20,60,78,6.358740355,36,90.7760707,14.70085967,18.17234999,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
56,67,78,8.255450758,31,77.81891424,16.71826572,17.57445618,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
37,66,85,6.456148474,31,78.06910795,18.91295403,20.93175255,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
49,71,76,6.613072145,34,85.57925437,17.63879418,19.71098332,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
59,69,80,8.165359297,28,69.40619137,17.86754927,19.07937684,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
20,79,77,7.64867466,31,76.32565249,16.02542689,18.54988627,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
24,56,85,6.545888558,32,80.6405403,17.41333199,18.19903647,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
51,72,75,7.1042247970000005,32,80.11133840000002,14.99451145,18.88852533,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
57,73,85,7.358099622,37,91.94595352,14.72115044,18.49311205,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
22,64,82,6.4740245000000005,35,87.51312796,17.17260319,19.48974337,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
52,73,79,7.840339388999999,38,94.00287214,18.74943955,17.25769499,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
29,75,75,7.064790365,35,88.4585692,18.71483156,19.62416326,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
44,59,78,7.599033472,34,84.78344008,19.85388984,20.67526473,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
41,69,82,6.715587232000001,28,68.97806542,16.63294455,20.02381489,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
52,56,85,6.81712422,35,88.68168643,14.44228303,20.118744600000007,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
34,76,80,7.985417393,26,65.23811143,15.84572566,20.65691793,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
42,74,83,7.545258424,26,65.78042032,14.2804191,19.2582557,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
34,71,79,7.728998197,30,74.63872762,15.85622899,17.927806,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
27,73,79,7.354973451,33,82.69766829,15.83500655,19.16288268,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
30,70,79,7.313122235,28,69.64449182,19.96978871,20.26942271,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
57,57,75,7.785039076,35,87.27444866,18.25142068,17.09104223,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
27,79,82,6.307004922999999,28,70.87150577,17.54024066,17.06579293,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
32,71,85,6.4039823160000005,37,92.06630306,14.44008871,20.62767492,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
31,76,82,7.599279991,32,79.20509212,17.85057083,20.8248451,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
33,75,84,7.217018459,28,68.81405149,18.72831993,19.46210401,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
47,80,77,7.561108006,29,72.85017344,16.42891834,17.18248372,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
54,62,80,7.489545074,32,79.45758333,16.39055394,17.48911699,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
47,79,78,6.609696734,26,65.11365631,14.76014523,17.48395377,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
35,57,83,7.476800943,32,80.4986291,17.44534641,19.48316794,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
53,73,77,7.325451279,29,73.64476535,18.09665739,19.71359733,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
45,61,78,6.489389282,33,81.52842690000001,16.06240074,19.48649305,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
37,78,79,7.786366322,35,88.6810311,14.82633099,19.95264829,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
30,75,81,6.4084378860000015,27,68.4951189,16.80472243,19.41789736,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
37,55,82,8.423873703,31,78.44910564,18.02235902,19.45591848,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
53,65,76,8.719960893,31,77.33795356,16.41998269,20.19137759,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
22,60,85,7.811997977000001,38,94.78189594,14.74071856,18.8392908,gram/chana,Rabi,Loamy/Clayey,North/Central India,Oct-Nov,NPK 18-18-10,Leaf Mold,Pod Borer
